municipality,state,country,veg_landuse_type_point_level1,veg_landuse_type_point_level2,veg_landuse_type_buffer5km_level1,veg_landuse_type_buffer5km_level2,temperature,relative_humidity,plant_order,plant_family,plant_genera,plant_species_complete_name,plant_type,plant_habit,plant_flower_colour,plant_flower_shape,invertebrate_order,invertebrate_family,invertebrate_genera,invertebrate_species_complete_name,invertebrate_origins,invertebrate_behavior,invertebrate_collector_structure,plant_collected_material,invertebrate_collected
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,99,12,32,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1341,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1342,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1335,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1331,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1341,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1340,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1328,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,31,81,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1332,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1330,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,12,33,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2212,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2213,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1329,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,31,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,51,549,2212,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,51,549,2213,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1333,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1278,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,32,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1872,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1276,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,444,1873,1,5,17,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1331,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1336,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1275,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1276,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1279,1,23,13,2,7
131,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,51,549,2212,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,2,568,2289,1,5,24,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,99,155,726,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,99,155,727,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,99,155,728,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,99,155,729,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,600,8,4,20,38,4,99,155,730,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1331,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1333,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,132,461,1914,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,32,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1331,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,240,1135,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,31,82,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1328,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,31,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1274,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,51,549,2212,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,31,83,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,240,1135,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1333,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1329,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1278,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1276,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1342,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1330,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2212,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1337,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1333,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1329,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1328,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,132,461,1917,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,132,461,1913,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,31,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,240,1134,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,51,549,2212,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1341,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,99,12,31,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,132,461,1913,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1328,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,132,461,1913,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,240,1135,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,31,83,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1328,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,444,1870,1,5,17,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,284,1343,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,284,1344,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1333,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1278,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,51,549,2212,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1339,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1342,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1330,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1337,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,12,33,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2212,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,266,1276,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,461,1914,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,578,2316,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1339,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1342,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,266,1277,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,266,1276,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,461,1915,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1330,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1334,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1275,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1276,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1279,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,99,12,31,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,284,1340,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,132,461,1913,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,284,1331,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,132,578,2315,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,603,8,4,20,38,4,51,549,2211,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1335,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1332,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1340,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1331,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1341,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,132,461,1913,1,23,13,2,7
58,18,1,20,26,39,14,25.0,65.0,32,84,252,599,8,4,20,38,4,99,12,31,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1343,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1331,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1345,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,132,461,1917,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,32,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,240,1134,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2214,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1337,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,12,31,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,240,1133,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,444,1870,1,5,17,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1346,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,31,81,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1331,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1341,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1335,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,99,12,31,1,23,13,2,7
57,18,1,9,26,21,14,25.0,65.0,32,84,252,599,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1339,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,444,1870,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1331,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1336,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1346,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,2,284,1340,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,593,8,4,20,38,4,99,12,31,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,132,461,1915,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,51,549,2213,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,266,1278,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,594,8,4,20,38,4,99,12,32,1,23,13,2,7
177,18,1,9,26,21,14,25.0,65.0,32,84,252,587,8,16,20,38,4,2,568,2289,1,5,24,2,7
177,18,1,9,26,21,14,25.0,65.0,32,84,252,587,8,16,20,38,4,99,155,723,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
170,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1342,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,461,1915,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,51,549,2212,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1330,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,266,1276,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,578,2316,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,99,12,31,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,461,1914,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,132,578,2315,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1346,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1334,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,284,1342,1,23,13,2,7
132,18,1,9,26,21,14,25.0,65.0,32,84,252,591,8,4,20,38,4,2,444,1871,1,5,17,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,587,8,4,20,38,4,99,155,730,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,444,1870,1,5,17,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1275,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1276,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,99,266,1279,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1331,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1336,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,284,1343,1,23,13,2,7
21,17,1,9,26,21,14,25.0,65.0,32,84,252,597,8,4,20,38,4,2,444,1870,1,5,17,2,7
